pais,sexo,edad,satisfaccion_vida,situacion_pais,economia_actual,economia_vs12m,economia_12m_futuro,confianza_interpersonal,preferencia_democracia,satisfaccion_democracia,satisfaccion_economia,aprueba_presidente,ideologia_izq_der,justicia_distributiva,nivel_democratico_pais,elecciones_limpias,inmigrantes_ayudan_economia,inmigrantes_compiten_trabajo,inmigrantes_aumentan_crimen,mercado_unico_desarrollo,justicia_no_dura_con_delito,impacto_inmigracion_pais,existe_cambio_climatico,me_importa_medioambiente,obligacion_proteger_medioambiente,importa_impacto_otros,proteger_para_futuras_gen,dispuesto_ahorrar_electricidad,dispuesto_cambiar_alimentacion,derecho_plantas_animales,delincuencia_ult12m,drogadiccion_ult12m,corrupcion_ult12m,corrupcion_0a10,clase_social,suficiencia_ingresos,raza_etnia,educacion_anios,situacion_ocupacional
32.0,Mujer,34.0,Muy satisfecho/a,En retroceso,Muy mala,Mucho peor,Un poco peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,2.0,2.0,Muy injusta,,Limpias,De acuerdo,En desacuerdo,En desacuerdo,,De acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó poco,Aumentó mucho,Aumentó mucho,7.0,Media,Poco suficiente,Blanco/a,,Tareas del hogar
32.0,Mujer,56.0,Bastante satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho peor,Se puede confiar en la mayoría,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,2.0,1.0,Muy injusta,6.0,Limpias,De acuerdo,En desacuerdo,,En desacuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Aumentó poco,Aumentó poco,Aumentó poco,,Media,Algo suficiente,Blanco/a,14.0,Asalariado sector público
32.0,Hombre,20.0,Muy satisfecho/a,Progresando,Buena,Un poco mejor,Mucho mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Bastante satisfecho/a,Bastante satisfecho/a,1.0,,Justa,,Limpias,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Aumentó poco,Aumentó poco,Disminuyó poco,7.0,Media,Algo suficiente,Blanco/a,14.0,Temporalmente no trabaja
32.0,Hombre,44.0,Bastante satisfecho/a,Estancado,Muy mala,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Le da lo mismo,Bastante satisfecho/a,Bastante satisfecho/a,1.0,,Injusta,,Limpias,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Perjudica,Sí,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Igual,,,3.0,Media,Algo suficiente,Blanco/a,11.0,Independiente/cuenta propia
32.0,Hombre,47.0,Bastante satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho peor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,4.0,Muy injusta,,Limpias,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó poco,Aumentó poco,6.0,Media baja,Algo suficiente,Mestizo/a,17.0,Independiente/cuenta propia
32.0,Mujer,26.0,Bastante satisfecho/a,Estancado,Regular,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Le da lo mismo,Poco satisfecho/a,Nada satisfecho/a,2.0,5.0,Injusta,7.0,Limpias,En desacuerdo,En desacuerdo,En desacuerdo,,De acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó poco,Aumentó poco,,7.0,Media,Algo suficiente,Blanco/a,13.0,Independiente/cuenta propia
32.0,Hombre,65.0,Bastante satisfecho/a,En retroceso,Mala,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Poco satisfecho/a,,6.0,Injusta,7.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,De acuerdo,Aumentó poco,Igual,Igual,5.0,Media baja,Algo suficiente,Blanco/a,,Asalariado sector público
32.0,Mujer,77.0,Muy satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Muy satisfecho/a,Nada satisfecho/a,2.0,0.0,Muy injusta,,Fraudulentas,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Algo suficiente,,15.0,Jubilado/a o pensionado/a
32.0,Mujer,21.0,Bastante satisfecho/a,Estancado,Mala,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,,,Muy injusta,7.0,Limpias,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,,Muy de acuerdo,Beneficia,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Igual,10.0,Media baja,Algo suficiente,Blanco/a,14.0,Estudiante
32.0,Hombre,84.0,Bastante satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,4.0,Limpias,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,,,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Igual,10.0,Baja,Algo suficiente,Mestizo/a,7.0,Independiente/cuenta propia
32.0,Hombre,25.0,Bastante satisfecho/a,En retroceso,Regular,Un poco peor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,7.0,Limpias,Muy de acuerdo,De acuerdo,Muy en desacuerdo,,Muy de acuerdo,Ni beneficia ni perjudica,Sí,,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,,10.0,Media,Algo suficiente,Mestizo/a,13.0,Asalariado sector privado
32.0,Hombre,60.0,Poco satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,3.0,Muy injusta,7.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Perjudica,Sí,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media baja,Poco suficiente,Mestizo/a,14.0,Independiente/cuenta propia
32.0,Mujer,46.0,Bastante satisfecho/a,Progresando,Regular,Un poco peor,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Muy satisfecho/a,Muy satisfecho/a,1.0,,Injusta,10.0,Limpias,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Nada suficiente,Mestizo/a,13.0,Independiente/cuenta propia
32.0,Mujer,60.0,Bastante satisfecho/a,Progresando,Mala,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,,1.0,,Injusta,10.0,Limpias,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,,7.0,Baja,Muy suficiente,Mestizo/a,13.0,Tareas del hogar
32.0,Hombre,29.0,Bastante satisfecho/a,Progresando,Mala,Igual,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Muy satisfecho/a,Poco satisfecho/a,1.0,,Injusta,10.0,Limpias,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,,10.0,Media baja,Algo suficiente,Mestizo/a,14.0,Asalariado sector público
32.0,Hombre,38.0,Nada satisfecho/a,En retroceso,Muy mala,Mucho peor,Mucho peor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,10.0,Fraudulentas,En desacuerdo,Muy de acuerdo,Muy de acuerdo,,Muy de acuerdo,Perjudica,Sí,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Baja,Poco suficiente,Mestizo/a,,Independiente/cuenta propia
32.0,Mujer,30.0,Poco satisfecho/a,En retroceso,Muy mala,Mucho peor,,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,,Muy injusta,10.0,Fraudulentas,De acuerdo,En desacuerdo,Muy en desacuerdo,,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Nada suficiente,Mestizo/a,14.0,Independiente/cuenta propia
32.0,Hombre,32.0,Bastante satisfecho/a,En retroceso,Muy mala,Un poco peor,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,0.0,Muy injusta,4.0,Limpias,De acuerdo,En desacuerdo,,En desacuerdo,En desacuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Aumentó poco,,Igual,,Media,Algo suficiente,Blanco/a,17.0,Asalariado sector privado
32.0,Hombre,67.0,Bastante satisfecho/a,Estancado,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,1.0,,Injusta,6.0,Fraudulentas,De acuerdo,En desacuerdo,,Muy de acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó poco,Igual,Disminuyó poco,7.0,Media,Algo suficiente,Blanco/a,15.0,Jubilado/a o pensionado/a
32.0,Mujer,73.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,5.0,Justa,6.0,Limpias,De acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media,Algo suficiente,Blanco/a,17.0,Jubilado/a o pensionado/a
32.0,Mujer,25.0,Bastante satisfecho/a,En retroceso,Mala,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,4.0,Injusta,,Limpias,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,Muy de acuerdo,Igual,Igual,Igual,10.0,Media,Algo suficiente,Blanco/a,15.0,Independiente/cuenta propia
32.0,Mujer,40.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,2.0,6.0,Muy injusta,10.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó poco,,Media baja,Poco suficiente,Mestizo/a,13.0,Independiente/cuenta propia
32.0,Hombre,34.0,Bastante satisfecho/a,Progresando,Buena,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Bastante satisfecho/a,1.0,,Injusta,,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Disminuyó poco,Igual,Disminuyó poco,,Media,Muy suficiente,Blanco/a,14.0,Asalariado sector privado
32.0,Hombre,48.0,Bastante satisfecho/a,Estancado,Regular,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,7.0,Injusta,,,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Igual,,Media,Algo suficiente,Blanco/a,17.0,Independiente/cuenta propia
32.0,Hombre,25.0,Bastante satisfecho/a,Estancado,Mala,Igual,Un poco mejor,,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,5.0,Injusta,,Limpias,De acuerdo,De acuerdo,,Muy de acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Igual,Igual,Igual,,Media,Algo suficiente,Blanco/a,17.0,Independiente/cuenta propia
32.0,Mujer,50.0,Muy satisfecho/a,Progresando,Buena,Un poco mejor,Un poco mejor,Se puede confiar en la mayoría,Autoritarismo puede ser preferible,Bastante satisfecho/a,Bastante satisfecho/a,1.0,7.0,Justa,10.0,Fraudulentas,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Perjudica,Sí,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media,Muy suficiente,Mestizo/a,13.0,Independiente/cuenta propia
32.0,Mujer,40.0,Bastante satisfecho/a,Estancado,Mala,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,7.0,Injusta,7.0,Limpias,De acuerdo,De acuerdo,,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó poco,Igual,,Media,Algo suficiente,Blanco/a,13.0,Independiente/cuenta propia
32.0,Mujer,82.0,Muy satisfecho/a,Estancado,Regular,Igual,Igual,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,,5.0,Injusta,7.0,Limpias,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Igual,Igual,Igual,7.0,Media alta,Muy suficiente,Blanco/a,15.0,Jubilado/a o pensionado/a
32.0,Mujer,45.0,Bastante satisfecho/a,Estancado,Regular,Un poco peor,Igual,Se puede confiar en la mayoría,Prefiere democracia,Nada satisfecho/a,Nada satisfecho/a,2.0,5.0,Muy injusta,5.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,,De acuerdo,Ni beneficia ni perjudica,Sí,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,10.0,Media baja,Algo suficiente,Mestizo/a,15.0,Independiente/cuenta propia
32.0,Hombre,35.0,Muy satisfecho/a,Estancado,Mala,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,7.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Aumentó poco,Igual,Igual,7.0,Media,Muy suficiente,Blanco/a,17.0,Asalariado sector privado
32.0,Mujer,53.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,,Injusta,7.0,,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media,Muy suficiente,Blanco/a,10.0,Tareas del hogar
32.0,Mujer,63.0,Bastante satisfecho/a,Estancado,Mala,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,,6.0,Muy injusta,,Limpias,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,Muy de acuerdo,Igual,Igual,Igual,,Media,Algo suficiente,Blanco/a,13.0,Jubilado/a o pensionado/a
32.0,Hombre,62.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,7.0,Injusta,,Limpias,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media,Algo suficiente,Blanco/a,13.0,Asalariado sector público
32.0,Mujer,19.0,Bastante satisfecho/a,Estancado,Mala,Igual,Un poco mejor,,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,,7.0,Injusta,,Limpias,De acuerdo,De acuerdo,,De acuerdo,,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Igual,Igual,Igual,7.0,Media,Algo suficiente,Blanco/a,13.0,Estudiante
32.0,Mujer,38.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,7.0,Injusta,7.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Beneficia,No,Muy de acuerdo,En desacuerdo,,,De acuerdo,Muy en desacuerdo,De acuerdo,Aumentó poco,,Igual,,Media alta,Muy suficiente,Blanco/a,15.0,Asalariado sector privado
32.0,Hombre,47.0,Bastante satisfecho/a,En retroceso,Muy mala,Mucho peor,Un poco peor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,2.0,Muy injusta,7.0,Limpias,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Aumentó poco,,Igual,5.0,Media alta,Algo suficiente,Blanco/a,13.0,Independiente/cuenta propia
32.0,Mujer,62.0,Muy satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,,Injusta,10.0,,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,7.0,Media alta,Algo suficiente,Blanco/a,13.0,Tareas del hogar
32.0,Hombre,59.0,Bastante satisfecho/a,Estancado,Mala,Igual,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,10.0,Injusta,,Limpias,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Igual,Igual,Disminuyó poco,,Media baja,Algo suficiente,Blanco/a,,Independiente/cuenta propia
32.0,Hombre,31.0,Muy satisfecho/a,Estancado,Regular,Igual,Igual,Se puede confiar en la mayoría,Prefiere democracia,Muy satisfecho/a,Poco satisfecho/a,,5.0,Injusta,7.0,Limpias,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Beneficia,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,Aumentó poco,Aumentó poco,Igual,6.0,Media,Algo suficiente,Blanco/a,15.0,Asalariado sector privado
32.0,Mujer,52.0,Bastante satisfecho/a,Estancado,Mala,Igual,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,2.0,5.0,Injusta,7.0,Limpias,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó poco,Aumentó poco,,Media,Algo suficiente,Blanco/a,13.0,Asalariado sector privado
32.0,Mujer,62.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,,Injusta,,,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media,Algo suficiente,Blanco/a,13.0,Tareas del hogar
32.0,Mujer,72.0,Muy satisfecho/a,Progresando,Regular,Igual,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Bastante satisfecho/a,1.0,5.0,Injusta,,,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Igual,Igual,Igual,,Media,Algo suficiente,Blanco/a,13.0,Jubilado/a o pensionado/a
32.0,Hombre,24.0,Poco satisfecho/a,Progresando,Regular,Igual,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,,,Injusta,,Fraudulentas,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Perjudica,No,De acuerdo,De acuerdo,,,De acuerdo,En desacuerdo,De acuerdo,,Aumentó mucho,,5.0,Baja,Algo suficiente,,7.0,Independiente/cuenta propia
32.0,Hombre,67.0,Bastante satisfecho/a,Estancado,Mala,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Autoritarismo puede ser preferible,Poco satisfecho/a,Poco satisfecho/a,1.0,7.0,Muy injusta,,Limpias,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Igual,Igual,Disminuyó poco,,Media,Muy suficiente,Blanco/a,13.0,Independiente/cuenta propia
32.0,Mujer,30.0,Bastante satisfecho/a,Progresando,Regular,Un poco mejor,Un poco mejor,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Poco satisfecho/a,1.0,7.0,Injusta,,Limpias,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,,Sí,De acuerdo,De acuerdo,,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Aumentó mucho,Aumentó poco,Aumentó poco,7.0,Media,Muy suficiente,Blanco/a,15.0,Asalariado sector público
32.0,Mujer,26.0,Bastante satisfecho/a,Estancado,Mala,Igual,Un poco mejor,Se puede confiar en la mayoría,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,1.0,6.0,Injusta,,Limpias,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Igual,Igual,Igual,7.0,Media,Algo suficiente,Blanco/a,15.0,Asalariado sector privado
32.0,Mujer,60.0,Bastante satisfecho/a,Estancado,Mala,Un poco peor,Igual,Nunca se es suficientemente cuidadoso,Prefiere democracia,Bastante satisfecho/a,Nada satisfecho/a,2.0,5.0,Muy injusta,,Fraudulentas,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Ni beneficia ni perjudica,Sí,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Aumentó mucho,Aumentó mucho,Aumentó mucho,,Media baja,Algo suficiente,Blanco/a,12.0,Jubilado/a o pensionado/a
32.0,Mujer,89.0,Muy satisfecho/a,Estancado,Mala,Un poco peor,,Nunca se es suficientemente cuidadoso,Prefiere democracia,Poco satisfecho/a,Nada satisfecho/a,1.0,,Muy injusta,5.0,,Muy de acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Beneficia,No,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Aumentó poco,Aumentó poco,Aumentó poco,,Media baja,Algo suficiente,Blanco/a,,Tareas del hogar
